1975: T1_OFF_SHIELD                                                    : T1.0 Shield
5283: T4_ARMOR_PLATE_ROYAL@3                                           : T4.3 Royal Armor
5284: T4_ARMOR_PLATE_ROYAL@4                                           : T4.4 Royal Armor
5285: T5_ARMOR_PLATE_ROYAL                                             : T5.0 Royal Armor
5286: T5_ARMOR_PLATE_ROYAL@1                                           : T5.1 Royal Armor
5287: T5_ARMOR_PLATE_ROYAL@2                                           : T5.2 Royal Armor
5288: T5_ARMOR_PLATE_ROYAL@3                                           : T5.3 Royal Armor
5289: T5_ARMOR_PLATE_ROYAL@4                                           : T5.4 Royal Armor
5290: T6_ARMOR_PLATE_ROYAL                                             : T6.0 Royal Armor
5291: T6_ARMOR_PLATE_ROYAL@1                                           : T6.1 Royal Armor
5292: T6_ARMOR_PLATE_ROYAL@2                                           : T6.2 Royal Armor
5293: T6_ARMOR_PLATE_ROYAL@3                                           : T6.3 Royal Armor
5294: T6_ARMOR_PLATE_ROYAL@4                                           : T6.4 Royal Armor
5295: T7_ARMOR_PLATE_ROYAL                                             : T7.0 Royal Armor
5296: T7_ARMOR_PLATE_ROYAL@1                                           : T7.1 Royal Armor
5297: T7_ARMOR_PLATE_ROYAL@2                                           : T7.2 Royal Armor
5298: T7_ARMOR_PLATE_ROYAL@3                                           : T7.3 Royal Armor
5299: T7_ARMOR_PLATE_ROYAL@4                                           : T7.4 Royal Armor
5300: T8_ARMOR_PLATE_ROYAL                                             : T8.0 Royal Armor
5301: T8_ARMOR_PLATE_ROYAL@1                                           : T8.1 Royal Armor
5302: T8_ARMOR_PLATE_ROYAL@2                                           : T8.2 Royal Armor
5303: T8_ARMOR_PLATE_ROYAL@3                                           : T8.3 Royal Armor
5304: T8_ARMOR_PLATE_ROYAL@4                                           : T8.4 Royal Armor
5305: T4_SHOES_PLATE_ROYAL                                             : T4.0 Royal Boots
5306: T4_SHOES_PLATE_ROYAL@1                                           : T4.1 Royal Boots
5307: T4_SHOES_PLATE_ROYAL@2                                           : T4.2 Royal Boots
5308: T4_SHOES_PLATE_ROYAL@3                                           : T4.3 Royal Boots
5309: T4_SHOES_PLATE_ROYAL@4                                           : T4.4 Royal Boots
5310: T5_SHOES_PLATE_ROYAL                                             : T5.0 Royal Boots
5311: T5_SHOES_PLATE_ROYAL@1                                           : T5.1 Royal Boots
5312: T5_SHOES_PLATE_ROYAL@2                                           : T5.2 Royal Boots
5313: T5_SHOES_PLATE_ROYAL@3                                           : T5.3 Royal Boots
5314: T5_SHOES_PLATE_ROYAL@4                                           : T5.4 Royal Boots
5315: T6_SHOES_PLATE_ROYAL                                             : T6.0 Royal Boots
5316: T6_SHOES_PLATE_ROYAL@1                                           : T6.1 Royal Boots
5317: T6_SHOES_PLATE_ROYAL@2                                           : T6.2 Royal Boots
5318: T6_SHOES_PLATE_ROYAL@3                                           : T6.3 Royal Boots
5319: T6_SHOES_PLATE_ROYAL@4                                           : T6.4 Royal Boots
5320: T7_SHOES_PLATE_ROYAL                                             : T7.0 Royal Boots
5321: T7_SHOES_PLATE_ROYAL@1                                           : T7.1 Royal Boots
5322: T7_SHOES_PLATE_ROYAL@2                                           : T7.2 Royal Boots
5323: T7_SHOES_PLATE_ROYAL@3                                           : T7.3 Royal Boots
5324: T7_SHOES_PLATE_ROYAL@4                                           : T7.4 Royal Boots
5325: T8_SHOES_PLATE_ROYAL                                             : T8.0 Royal Boots
5326: T8_SHOES_PLATE_ROYAL@1                                           : T8.1 Royal Boots
5327: T8_SHOES_PLATE_ROYAL@2                                           : T8.2 Royal Boots
5328: T8_SHOES_PLATE_ROYAL@3                                           : T8.3 Royal Boots
5329: T8_SHOES_PLATE_ROYAL@4                                           : T8.4 Royal Boots
6140: T2_2H_BOW                                                        : T2.0 Bow
6141: T3_2H_BOW                                                        : T3.0 Bow
6142: T4_2H_BOW                                                        : T4.0 Bow
6143: T4_2H_BOW@1                                                      : T4.1 Bow
6144: T4_2H_BOW@2                                                      : T4.2 Bow
6145: T4_2H_BOW@3                                                      : T4.3 Bow
6146: T4_2H_BOW@4                                                      : T4.4 Bow
6147: T5_2H_BOW                                                        : T5.0 Bow
6148: T5_2H_BOW@1                                                      : T5.1 Bow
6149: T5_2H_BOW@2                                                      : T5.2 Bow
6150: T5_2H_BOW@3                                                      : T5.3 Bow
6151: T5_2H_BOW@4                                                      : T5.4 Bow
6152: T6_2H_BOW                                                        : T6.0 Bow
6153: T6_2H_BOW@1                                                      : T6.1 Bow
6154: T6_2H_BOW@2                                                      : T6.2 Bow
6155: T6_2H_BOW@3                                                      : T6.3 Bow
6156: T6_2H_BOW@4                                                      : T6.4 Bow
6157: T7_2H_BOW                                                        : T7.0 Bow
6158: T7_2H_BOW@1                                                      : T7.1 Bow
6159: T7_2H_BOW@2                                                      : T7.2 Bow
6160: T7_2H_BOW@3                                                      : T7.3 Bow
6161: T7_2H_BOW@4                                                      : T7.4 Bow
6162: T8_2H_BOW                                                        : T8.0 Bow
6163: T8_2H_BOW@1                                                      : T8.1 Bow
6164: T8_2H_BOW@2                                                      : T8.2 Bow
6165: T8_2H_BOW@3                                                      : T8.3 Bow
6166: T8_2H_BOW@4                                                      : T8.4 Bow
6167: T4_2H_WARBOW                                                     : T4.0 Warbow
6168: T4_2H_WARBOW@1                                                   : T4.1 Warbow
6169: T4_2H_WARBOW@2                                                   : T4.2 Warbow
6170: T4_2H_WARBOW@3                                                   : T4.3 Warbow
6171: T4_2H_WARBOW@4                                                   : T4.4 Warbow
6172: T5_2H_WARBOW                                                     : T5.0 Warbow
6173: T5_2H_WARBOW@1                                                   : T5.1 Warbow
6174: T5_2H_WARBOW@2                                                   : T5.2 Warbow
6175: T5_2H_WARBOW@3                                                   : T5.3 Warbow
6176: T5_2H_WARBOW@4                                                   : T5.4 Warbow
6177: T6_2H_WARBOW                                                     : T6.0 Warbow
6178: T6_2H_WARBOW@1                                                   : T6.1 Warbow
6179: T6_2H_WARBOW@2                                                   : T6.2 Warbow
6180: T6_2H_WARBOW@3                                                   : T6.3 Warbow
6181: T6_2H_WARBOW@4                                                   : T6.4 Warbow
6182: T7_2H_WARBOW                                                     : T7.0 Warbow
6183: T7_2H_WARBOW@1                                                   : T7.1 Warbow
6184: T7_2H_WARBOW@2                                                   : T7.2 Warbow
6185: T7_2H_WARBOW@3                                                   : T7.3 Warbow
6186: T7_2H_WARBOW@4                                                   : T7.4 Warbow
6187: T8_2H_WARBOW                                                     : T8.0 Warbow
6188: T8_2H_WARBOW@1                                                   : T8.1 Warbow
6189: T8_2H_WARBOW@2                                                   : T8.2 Warbow
6190: T8_2H_WARBOW@3                                                   : T8.3 Warbow
6191: T8_2H_WARBOW@4                                                   : T8.4 Warbow
6192: T4_2H_LONGBOW                                                    : T4.0 Longbow
6193: T4_2H_LONGBOW@1                                                  : T4.1 Longbow
6194: T4_2H_LONGBOW@2                                                  : T4.2 Longbow
6195: T4_2H_LONGBOW@3                                                  : T4.3 Longbow
6196: T4_2H_LONGBOW@4                                                  : T4.4 Longbow
6197: T5_2H_LONGBOW                                                    : T5.0 Longbow
6198: T5_2H_LONGBOW@1                                                  : T5.1 Longbow
6199: T5_2H_LONGBOW@2                                                  : T5.2 Longbow
6200: T5_2H_LONGBOW@3                                                  : T5.3 Longbow
6201: T5_2H_LONGBOW@4                                                  : T5.4 Longbow
6202: T6_2H_LONGBOW                                                    : T6.0 Longbow
6203: T6_2H_LONGBOW@1                                                  : T6.1 Longbow
6204: T6_2H_LONGBOW@2                                                  : T6.2 Longbow
6205: T6_2H_LONGBOW@3                                                  : T6.3 Longbow
6206: T6_2H_LONGBOW@4                                                  : T6.4 Longbow
6207: T7_2H_LONGBOW                                                    : T7.0 Longbow
6208: T7_2H_LONGBOW@1                                                  : T7.1 Longbow
6209: T7_2H_LONGBOW@2                                                  : T7.2 Longbow
6210: T7_2H_LONGBOW@3                                                  : T7.3 Longbow
6211: T7_2H_LONGBOW@4                                                  : T7.4 Longbow
6212: T8_2H_LONGBOW                                                    : T8.0 Longbow
6213: T8_2H_LONGBOW@1                                                  : T8.1 Longbow
6214: T8_2H_LONGBOW@2                                                  : T8.2 Longbow
6215: T8_2H_LONGBOW@3                                                  : T8.3 Longbow
6216: T8_2H_LONGBOW@4                                                  : T8.4 Longbow
6217: T4_2H_LONGBOW_UNDEAD                                             : T4.0 Whispering Bow
6218: T4_2H_LONGBOW_UNDEAD@1                                           : T4.1 Whispering Bow
6219: T4_2H_LONGBOW_UNDEAD@2                                           : T4.2 Whispering Bow
6220: T4_2H_LONGBOW_UNDEAD@3                                           : T4.3 Whispering Bow
6221: T4_2H_LONGBOW_UNDEAD@4                                           : T4.4 Whispering Bow
6222: T5_2H_LONGBOW_UNDEAD                                             : T5.0 Whispering Bow
6223: T5_2H_LONGBOW_UNDEAD@1                                           : T5.1 Whispering Bow
6224: T5_2H_LONGBOW_UNDEAD@2                                           : T5.2 Whispering Bow
6225: T5_2H_LONGBOW_UNDEAD@3                                           : T5.3 Whispering Bow
6226: T5_2H_LONGBOW_UNDEAD@4                                           : T5.4 Whispering Bow
6227: T6_2H_LONGBOW_UNDEAD                                             : T6.0 Whispering Bow
6228: T6_2H_LONGBOW_UNDEAD@1                                           : T6.1 Whispering Bow
6229: T6_2H_LONGBOW_UNDEAD@2                                           : T6.2 Whispering Bow
6230: T6_2H_LONGBOW_UNDEAD@3                                           : T6.3 Whispering Bow
6231: T6_2H_LONGBOW_UNDEAD@4                                           : T6.4 Whispering Bow
6232: T7_2H_LONGBOW_UNDEAD                                             : T7.0 Whispering Bow
6233: T7_2H_LONGBOW_UNDEAD@1                                           : T7.1 Whispering Bow
6234: T7_2H_LONGBOW_UNDEAD@2                                           : T7.2 Whispering Bow
6235: T7_2H_LONGBOW_UNDEAD@3                                           : T7.3 Whispering Bow
6236: T7_2H_LONGBOW_UNDEAD@4                                           : T7.4 Whispering Bow
6237: T8_2H_LONGBOW_UNDEAD                                             : T8.0 Whispering Bow
6238: T8_2H_LONGBOW_UNDEAD@1                                           : T8.1 Whispering Bow
6239: T8_2H_LONGBOW_UNDEAD@2                                           : T8.2 Whispering Bow
6240: T8_2H_LONGBOW_UNDEAD@3                                           : T8.3 Whispering Bow
